City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,gobernador virasora,-28.05,-56.0333,20.02,86,16,0.89,AR,1722465089
367,gamay,12.3854,125.2979,26.14,88,100,0.73,PH,1722465090
368,northam,51.0333,-4.2167,19.66,87,99,2.05,GB,1722465091
369,kertih,4.5141,103.4483,25.01,94,91,1.03,MY,1722465092
370,zouerate,22.7187,-12.4521,37.61,14,46,11.32,MR,1722465094
371,comalapa,14.7411,-90.8875,21.96,87,89,2.28,GT,1722465095
372,mahdia,35.5047,11.0622,27.97,70,0,1.61,TN,1722465096
373,mancora,-4.1078,-81.0475,22.18,68,15,7.48,PE,1722465097
374,nuuk,64.1835,-51.7216,10.34,66,40,8.23,GL,1722465098
375,parras de la fuente,25.4167,-102.1833,31.69,25,58,4.81,MX,1722465100
376,padang,-0.9492,100.3543,24.03,88,87,2.3,ID,1722465101
377,sergeyevka,53.88,67.4158,20.76,60,92,4.59,KZ,1722465102
378,egilsstadir,65.2653,-14.3948,10.95,71,75,5.14,IS,1722465103
379,chasong,41.4608,126.6414,22.36,91,95,1.59,KP,1722465105
380,al ghayzah,16.2079,52.176,24.57,91,58,3.15,YE,1722465106
381,zeven,53.3,9.2833,18.85,86,34,3.25,DE,1722465107
382,staroyur'yevo,53.3161,40.7081,13.2,96,16,3.6,RU,1722465108
383,berezovyy,51.6667,135.7,18.0,98,100,1.34,RU,1722465109
384,fuji,35.1667,138.6833,29.98,73,90,1.05,JP,1722465111
385,enchanted hills,35.3368,-106.593,38.39,16,60,2.24,US,1722465112
386,kamenica,50.8333,12.9167,20.68,89,100,2.21,DE,1722465113
387,schleswig,54.5167,9.55,14.97,82,6,3.09,DE,1722465114
388,lagoa,39.05,-27.9833,22.43,73,42,3.28,PT,1722465115
389,nahrin,36.0649,69.1334,24.08,32,0,1.27,AF,1722465117
390,kismayo,-0.3582,42.5454,24.4,84,32,7.43,SO,1722465119
391,n'dalatando,-9.2978,14.9116,16.4,85,3,1.31,AO,1722465120
392,ayr,55.4627,-4.6339,15.17,82,0,1.03,GB,1722464912
393,damoh,23.8333,79.45,26.01,90,100,1.51,IN,1722465122
394,boke,10.9409,-14.2967,23.34,97,36,1.44,GN,1722465123
395,yanam,16.7333,82.2167,27.01,85,100,1.96,IN,1722465125
396,tuapse,44.1125,39.0742,20.31,76,0,2.35,RU,1722465126
397,zaruma,-3.6833,-79.6167,28.08,69,35,0.54,EC,1722465127
398,jiayuguan,39.8167,98.3,22.31,39,100,4.08,CN,1722465129
399,selkirk,50.1436,-96.8845,29.08,66,14,2.68,CA,1722465131
400,svetlyy,54.675,20.1347,14.03,89,37,4.25,RU,1722465132
401,sittwe,20.15,92.9,26.05,93,100,6.41,MM,1722465134
402,namibe,-15.1961,12.1522,16.24,84,26,2.08,AO,1722465135
403,college,64.8569,-147.8028,15.18,69,75,5.14,US,1722464878
404,savannakhet,16.566,104.751,23.78,96,100,3.01,LA,1722465137
405,kapuskasing,49.4169,-82.4331,30.05,58,20,2.06,CA,1722465066
406,galveston,29.3669,-94.9669,34.54,75,75,5.66,US,1722464842
407,beacon square,28.2086,-82.7554,33.02,72,100,2.68,US,1722465142
408,tsarevo,42.1667,27.85,21.65,72,0,1.08,BG,1722465143
409,rainsville,34.4943,-85.8477,33.78,59,0,3.6,US,1722465144
410,kabo,7.6994,18.629,21.92,95,100,1.71,CF,1722465146
411,kailua-kona,19.6406,-155.9956,29.04,70,20,5.66,US,1722465147
412,smara,26.7384,-11.6719,23.54,68,0,5.75,EH,1722465148
413,matthew town,20.95,-73.6667,29.7,73,38,8.56,BS,1722465149
414,trairi,-3.2778,-39.2689,25.64,82,5,5.63,BR,1722464912
415,mahanje,-9.9333,35.3333,12.04,47,2,1.63,TZ,1722465153
416,bamboo flat,11.7,92.7167,27.72,82,100,7.45,IN,1722465154
417,terni,42.6833,12.3167,22.85,59,14,1.88,IT,1722465155
418,griffith,41.5284,-87.4237,34.03,51,0,2.57,US,1722464871
419,jamaame,0.0697,42.745,24.03,84,63,5.44,SO,1722465158
420,mount isa,-20.7333,139.5,12.87,38,0,0.0,AU,1722465096
421,khorixas,-20.3667,14.9667,10.31,51,0,0.73,NA,1722465160
422,det udom,14.906,105.0784,25.9,93,100,2.7,TH,1722465161
423,mangalia,43.8,28.5833,20.86,66,0,3.61,RO,1722465162
424,gogrial,8.5332,28.1004,21.14,92,95,2.47,SS,1722465164
425,port-gentil,-0.7193,8.7815,24.98,78,20,5.66,GA,1722465165
426,krasnaya gora,52.9995,31.6023,13.0,88,72,3.58,RU,1722465166
427,whistler,50.1164,-122.9695,20.39,58,63,2.85,CA,1722465102
428,biloela,-24.4167,150.5,15.36,55,0,2.57,AU,1722465168
429,acarau,-2.8856,-40.12,25.86,81,4,8.4,BR,1722465014
430,alto araguaia,-17.3147,-53.2153,25.73,25,49,2.29,BR,1722465171
431,terrace,54.5163,-128.6035,19.95,68,75,10.29,CA,1722465172
432,vrangel',42.7297,133.0839,22.28,90,84,3.62,RU,1722465173
433,lerwick,60.1545,-1.1494,11.0,83,89,1.39,GB,1722465174
434,elizabeth city,36.2946,-76.2511,32.79,68,0,6.69,US,1722464887
435,yatou,37.15,122.3833,29.23,89,81,3.76,CN,1722465177
436,liptovsky hradok,49.0396,19.7234,15.35,72,46,0.99,SK,1722465178
437,pisco,-13.7,-76.2167,18.03,77,0,4.12,PE,1722465179
438,tamanrasset,22.785,5.5228,27.95,21,0,2.06,DZ,1722465180
439,sorong,-0.8833,131.25,25.56,90,95,4.24,ID,1722465181
440,broome,42.2506,-75.833,28.04,72,63,1.34,US,1722465076
441,tchintabaraden,15.8969,5.7985,28.12,63,82,5.96,NE,1722465184
442,praia da vitoria,38.7333,-27.0667,23.14,78,20,3.62,PT,1722465185
443,amga,60.8953,131.9608,14.08,55,88,2.82,RU,1722465186
444,kavieng,-2.5744,150.7967,28.31,75,81,4.8,PG,1722465187
445,saint-francois,46.4154,3.9054,24.8,76,0,2.06,FR,1722465189
446,trujillo,-8.116,-79.03,18.98,77,17,4.63,PE,1722465020
447,natal,-5.795,-35.2094,25.36,73,0,6.17,BR,1722464471
448,undurkhaan,47.3194,110.6556,18.44,83,100,2.93,MN,1722465192
449,kribi,2.95,9.9167,23.95,89,70,4.04,CM,1722465193
450,sovetskaya gavan',48.9723,140.2878,18.59,81,100,3.47,RU,1722465195
451,gbarnga,6.9956,-9.4722,22.07,99,98,1.35,LR,1722465196
452,san patricio,28.017,-97.5169,32.93,52,0,8.46,US,1722465197
453,pierre,44.3683,-100.351,33.51,41,0,6.17,US,1722465198
454,marang,5.2056,103.2059,24.95,91,99,2.54,MY,1722465199
455,quellon,-43.1167,-73.6167,9.39,92,100,10.19,CL,1722465201
456,jabor,5.921,169.6434,28.58,75,42,5.98,MH,1722465202
457,basavana bagevadi,16.5833,75.9667,22.94,89,100,6.81,IN,1722465203
458,mbanza kongo,-6.267,14.2401,19.17,76,1,2.13,AO,1722465204
459,nicoya,10.1483,-85.452,24.47,96,99,0.25,CR,1722465205
460,wellington,-41.2866,174.7756,8.88,88,75,12.35,NZ,1722465206
461,kudahuvadhoo,2.6708,72.8944,28.47,73,100,2.62,MV,1722465208
462,robore,-18.3333,-59.75,31.05,51,1,9.26,BO,1722465209
463,saurimo,-9.6608,20.3916,19.22,23,0,1.63,AO,1722465210
464,illizi,26.4833,8.4667,31.89,18,1,4.46,DZ,1722465211
465,guayaramerin,-10.8368,-65.3614,28.01,38,5,0.2,BO,1722465212
466,cambria,35.5641,-121.0808,32.91,69,32,4.33,US,1722465214
467,karratha,-20.7377,116.8463,22.77,38,92,3.77,AU,1722465215
468,petrolina,-9.3986,-40.5008,28.03,39,20,3.09,BR,1722465216
469,altamira,-3.2033,-52.2064,28.83,43,25,0.74,BR,1722465217
470,brisas de zicatela,15.8369,-97.0419,32.29,66,75,2.57,MX,1722465218
471,constantia,44.1833,28.65,19.38,67,0,4.27,RO,1722465220
472,porto novo,6.4965,2.6036,25.9,89,88,3.7,BJ,1722465221
473,watsa,3.0372,29.5355,17.34,99,100,0.32,CD,1722465222
474,torit,4.4133,32.5678,19.75,96,97,1.23,SS,1722465223
475,st. john's,47.5649,-52.7093,22.86,88,40,8.75,CA,1722465022
476,koz'modem'yansk,56.3367,46.5711,13.67,97,100,2.31,RU,1722465226
477,namtsy,62.7161,129.6658,11.09,47,16,3.86,RU,1722465227
478,port augusta,-32.5,137.7667,9.33,33,98,1.41,AU,1722465229
479,queenstown,-31.8976,26.8753,1.84,48,0,0.44,ZA,1722465230
480,muisne,0.6,-80.0333,24.12,84,92,4.61,EC,1722465231
481,tyukhtet,56.5389,89.3011,14.12,83,12,1.49,RU,1722465233
482,serhetabat,35.2799,62.3438,25.51,25,0,1.92,TM,1722465234
483,port hedland,-20.3167,118.5667,21.03,43,94,3.09,AU,1722465235
484,karatau,43.1667,70.4667,23.49,31,0,1.35,KZ,1722465236
485,kalabo,-14.97,22.6814,16.02,19,19,2.75,ZM,1722465237
486,fort bragg,35.139,-79.006,33.44,60,40,3.09,US,1722465239
487,mermoz boabab,14.7065,-17.4758,26.88,78,20,4.12,SN,1722465194
488,kanel,15.4916,-13.1763,33.0,46,0,1.03,SN,1722465241
489,simpang,-1.2667,104.0833,22.8,99,61,0.91,ID,1722465242
490,naze,28.3667,129.4833,28.51,74,76,3.47,JP,1722465243
491,saudarkrokur,65.7461,-19.6394,12.11,78,100,2.17,IS,1722465244
492,langarud,37.197,50.1535,23.03,82,64,2.17,IR,1722465246
493,balotra,25.8333,72.2333,29.79,74,100,8.5,IN,1722465247
494,changyon,38.2508,125.0961,26.25,95,100,3.87,KP,1722465248
495,yuanping,38.7153,112.7575,22.18,70,14,0.65,CN,1722465249
496,inirida,3.8653,-67.9239,23.63,95,96,1.64,CO,1722465251
497,coalcoman de vazquez pallares,18.7833,-103.15,22.53,93,98,1.02,MX,1722465252
498,watampone,-4.5386,120.3279,24.51,87,34,2.17,ID,1722465254
499,sosnovo-ozerskoye,52.5249,111.5418,17.77,64,100,2.78,RU,1722465255
500,xiongzhou,25.1167,114.3,25.5,93,0,0.81,CN,1722465256
501,icheon-si,37.2792,127.4425,27.61,100,75,0.51,KR,1722465259
502,mersing,2.4312,103.8405,22.95,100,20,3.6,MY,1722465260
503,nadi,-17.8,177.4167,26.0,61,20,3.09,FJ,1722465261
504,labytnangi,66.6572,66.4183,15.65,97,84,4.16,RU,1722465262
505,neiafu,-18.65,-173.9833,24.38,73,75,3.6,TO,1722465263
506,chapada dos guimaraes,-15.4606,-55.7497,28.81,26,17,2.76,BR,1722465265
507,ngaruawahia,-37.6674,175.1555,11.42,88,100,5.36,NZ,1722465266
508,ciudad lazaro cardenas,17.9583,-102.2,30.73,64,56,3.78,MX,1722465267
509,okha,53.5739,142.9478,16.14,81,99,5.73,RU,1722465268
510,sao felix do xingu,-6.6447,-51.995,27.73,32,0,0.55,BR,1722465269
511,ketchikan,55.3422,-131.6461,18.52,72,100,2.06,US,1722465218
512,jakobstad,63.6749,22.7026,15.52,93,96,1.34,FI,1722465272
513,kuqa,41.7278,82.9364,26.14,31,82,3.08,CN,1722465273
514,swift current,50.2834,-107.8014,31.45,23,20,5.66,CA,1722465274
515,goundam,16.4145,-3.6708,34.52,39,100,7.29,ML,1722465277
516,ishigaki,24.3448,124.1572,29.07,94,20,2.57,JP,1722465278
517,malabar,-33.9667,151.25,11.69,76,75,4.12,AU,1722465279
518,kloulklubed,7.0419,134.2556,29.28,74,91,5.34,PW,1722465280
519,torchiarolo,40.4842,18.0525,24.87,60,2,3.03,IT,1722465281
520,shimoda,34.6667,138.95,30.06,75,100,3.75,JP,1722465282
521,shilin,24.8188,103.3324,15.76,94,17,0.13,CN,1722465284
522,novyy urgal,51.0736,132.5642,22.21,70,99,1.58,RU,1722465285
523,yuzhno-kurilsk,44.0306,145.8556,17.68,83,10,2.21,RU,1722465150
524,broken hill,-31.95,141.4333,8.68,45,0,3.42,AU,1722465287
525,parczew,51.6402,22.9006,15.34,42,76,1.01,PL,1722465289
526,anicuns,-16.4611,-49.9617,23.25,33,19,2.3,BR,1722465290
527,qingyuan,23.7,113.0333,26.99,93,56,1.41,CN,1722465291
528,kushiro,42.975,144.3747,18.53,100,100,2.57,JP,1722465292
529,malmberget,67.1753,20.6549,12.31,100,100,2.06,SE,1722465293
530,bengkulu,-3.8004,102.2655,22.96,93,54,2.32,ID,1722465295
531,maragogi,-9.0122,-35.2225,23.39,87,7,5.25,BR,1722465296
532,daye,30.0833,114.95,27.38,88,100,1.74,CN,1722465297
533,magnitogorsk,53.4186,59.0472,17.46,88,40,2.0,RU,1722465298
534,amos,48.5669,-78.1162,25.23,78,4,0.74,CA,1722465102
535,katsuura,35.1333,140.3,25.29,85,99,5.37,JP,1722464826
536,yenagoa,4.9247,6.2642,23.55,95,98,1.9,NG,1722465303
537,dunedin,-45.8742,170.5036,6.56,72,71,2.07,NZ,1722465304
538,ormara,25.2088,64.6357,28.25,91,99,7.84,PK,1722465048
539,cooper's town,26.8667,-77.5167,29.26,74,94,4.96,BS,1722465307
540,miri,4.4148,114.0089,27.08,94,20,0.0,MY,1722465308
541,colares,38.7992,-9.4469,21.1,82,20,10.29,PT,1722465309
542,sao jose da coroa grande,-8.8978,-35.1478,23.9,85,10,5.37,BR,1722464842
543,aykhal,66.0,111.5,8.71,60,61,1.96,RU,1722465042
544,bukama,-9.2,25.85,22.89,20,0,0.69,CD,1722465313
545,concepcion,-36.827,-73.0498,11.89,87,100,14.4,CL,1722465314
546,penafiel,41.2084,-8.2829,18.94,92,4,0.8,PT,1722465315
547,itoman,26.1247,127.6694,30.61,84,40,4.12,JP,1722464820
548,keban,38.7978,38.7336,24.07,43,0,2.32,TR,1722465317
549,hauterive,46.0901,3.4459,25.42,82,15,2.17,FR,1722465319
550,toamasina,-18.1667,49.3833,17.0,94,20,0.0,MG,1722465320
551,rasht,37.2808,49.5832,22.9,100,0,0.0,IR,1722465321
552,gejiu,23.306,103.1635,15.94,99,100,0.73,CN,1722465322
553,shiyan,32.6475,110.7781,25.1,90,0,1.2,CN,1722465324
554,bikenibeu village,1.3673,173.1241,28.3,75,10,4.33,KI,1722465325
555,tofol,5.3248,163.0078,28.88,74,100,1.03,FM,1722465033
556,rongelap,11.1635,166.8941,28.32,78,76,6.6,MH,1722465062
557,woodland park,40.8898,-74.1949,32.21,58,75,7.2,US,1722465328
558,boac,13.4463,121.84,27.56,80,100,2.8,PH,1722465330
559,al jawf,29.5,38.75,28.7,19,28,4.1,SA,1722465331
560,xindi,29.8167,113.4667,27.09,87,100,4.98,CN,1722465332
561,tequisquiapan,20.5167,-99.8667,24.86,43,100,5.66,MX,1722465333
562,zheleznogorsk,52.331,35.3711,12.61,92,1,3.62,RU,1722465334
563,umm kaddadah,13.6017,26.6876,26.93,63,89,8.49,SD,1722465336
564,harper,4.375,-7.7169,24.04,85,100,5.8,LR,1722465337
565,novyy turtkul',41.55,61.0167,21.95,16,0,4.3,UZ,1722465338
566,villa dolores,-31.9459,-65.1896,15.65,67,93,1.76,AR,1722465339
567,uttar char fasson,22.2332,90.7132,26.33,97,100,8.33,BD,1722465341
568,mil'kovo,55.6078,37.7956,16.7,72,19,3.94,RU,1722464852
569,trzebnica,51.3108,17.0633,19.62,74,90,2.4,PL,1722465343
570,marsa alam,25.0757,34.8918,32.28,49,41,1.54,EG,1722465344
571,shaffa,10.5067,12.3332,21.41,94,100,2.19,NG,1722465345
572,adrar,20.5022,-10.0711,39.07,18,70,3.0,MR,1722465347
573,fort mcmurray,56.7268,-111.381,27.77,34,20,7.2,CA,1722465152
574,great falls,47.5002,-111.3008,31.66,24,0,8.75,US,1722464802
